ticket_id,category,priority,status,department,assigned_agent,created_date,resolved_date,resolution_hours,sla_breached,is_weekend
TKT-04813,Access/Login,High,Closed,Finance,Neha Gupta,2024-05-09 01:00:42,2024-05-09 10:00:42,9.0,No,No
TKT-04814,Network,Medium,Closed,Marketing,Rohit Verma,2024-05-22 02:44:21,2024-05-23 12:44:21,34.0,No,No
TKT-04815,Hardware,Medium,Closed,Sales,Amit Sharma,2023-05-18 03:07:19,2023-05-20 09:07:19,54.0,Yes,No
TKT-04816,Access/Login,Critical,Resolved,Marketing,Priya Singh,2024-09-10 13:10:08,2024-09-10 14:10:08,1.0,No,No
TKT-04817,Printer,Low,Resolved,Legal,Priya Singh,2024-09-09 19:38:42,2024-09-12 00:38:42,53.0,No,No
TKT-04818,Software,Medium,Closed,Legal,Priya Singh,2023-03-27 07:52:28,2023-03-29 04:52:28,45.0,No,No
TKT-04819,Printer,Medium,Resolved,Legal,Vikram Joshi,2024-04-28 18:49:00,2024-04-29 22:49:00,28.0,No,Yes
TKT-04820,Hardware,Medium,Closed,Sales,Amit Sharma,2023-04-19 20:44:55,2023-04-21 15:44:55,43.0,No,No
TKT-04821,Printer,Low,Closed,Operations,Priya Singh,2024-10-14 17:45:50,2024-10-15 06:45:50,13.0,No,No
TKT-04822,Hardware,Medium,Closed,Legal,Suresh Kumar,2024-06-03 05:43:19,2024-06-05 11:43:19,54.0,Yes,No
TKT-04823,Email,Low,Closed,HR,Neha Gupta,2023-07-27 10:48:55,2023-07-30 23:48:55,85.0,Yes,No
TKT-04824,Network,Medium,Resolved,Operations,Anjali Mehta,2024-07-31 17:10:07,2024-08-02 20:10:07,51.0,Yes,No
TKT-04825,Access/Login,Medium,Closed,Marketing,Rohit Verma,2024-08-20 11:46:09,2024-08-22 20:46:09,57.0,Yes,No
TKT-04826,Email,Low,Open,IT,Amit Sharma,2024-01-22 19:42:42,,,,No
TKT-04827,Hardware,Medium,Resolved,Legal,Amit Sharma,2023-08-03 12:02:42,2023-08-05 03:02:42,39.0,No,No
TKT-04828,Access/Login,Low,In Progress,Finance,Neha Gupta,2023-12-07 13:07:20,,,,No
TKT-04829,Access/Login,Low,Resolved,Legal,Anjali Mehta,2024-02-01 14:27:34,2024-02-04 01:27:34,59.0,No,No
TKT-04830,Hardware,Medium,Closed,Legal,Amit Sharma,2023-01-23 05:41:23,2023-01-23 11:41:23,6.0,No,No
TKT-04831,Access/Login,High,Closed,HR,Suresh Kumar,2024-05-14 13:53:38,2024-05-15 09:53:38,20.0,No,No
TKT-04832,Email,Low,Resolved,HR,Vikram Joshi,2024-09-29 16:08:43,2024-10-01 03:08:43,35.0,No,Yes
TKT-04833,Printer,Low,Resolved,Legal,Vikram Joshi,2024-08-26 23:29:20,2024-08-30 04:29:20,77.0,Yes,No
TKT-04834,Access/Login,High,Resolved,Marketing,Suresh Kumar,2024-02-09 04:33:03,2024-02-10 04:33:03,24.0,No,No
TKT-04835,Email,Low,In Progress,HR,Suresh Kumar,2024-10-17 21:27:57,,,,No
TKT-04836,Access/Login,Medium,Resolved,IT,Neha Gupta,2023-01-10 17:57:00,2023-01-12 14:57:00,45.0,No,No
TKT-04837,Network,Medium,Closed,Marketing,Amit Sharma,2024-09-20 14:05:22,2024-09-22 23:05:22,57.0,Yes,No
TKT-04838,Hardware,Medium,Open,Legal,Amit Sharma,2024-08-27 15:01:03,,,,No
TKT-04839,Printer,High,In Progress,Marketing,Neha Gupta,2024-07-29 06:38:25,,,,No
TKT-04840,Software,Medium,Resolved,Sales,Amit Sharma,2023-09-13 03:28:52,2023-09-14 13:28:52,34.0,No,No
TKT-04841,Printer,Medium,Closed,Finance,Rohit Verma,2024-07-29 21:14:58,2024-07-30 09:14:58,12.0,No,No
TKT-04842,Printer,Low,Closed,Sales,Suresh Kumar,2023-12-21 18:18:09,2023-12-24 13:18:09,67.0,No,No
TKT-04843,Email,Low,Open,Operations,Suresh Kumar,2023-02-14 12:19:52,,,,No
TKT-04844,Software,Medium,Resolved,Operations,Suresh Kumar,2023-02-08 09:43:55,2023-02-09 20:43:55,35.0,No,No
TKT-04845,Software,Medium,Closed,Legal,Amit Sharma,2023-08-04 22:27:05,2023-08-05 15:27:05,17.0,No,No
TKT-04846,Network,Medium,Closed,Finance,Neha Gupta,2024-06-26 20:21:30,2024-06-27 08:21:30,12.0,No,No
TKT-04847,Email,Medium,Closed,Finance,Priya Singh,2024-07-14 15:25:57,2024-07-15 11:25:57,20.0,No,Yes
TKT-04848,Software,Medium,Resolved,Operations,Neha Gupta,2024-11-26 19:55:33,2024-11-27 13:55:33,18.0,No,No
TKT-04849,Printer,Medium,Resolved,Legal,Anjali Mehta,2023-10-08 20:28:11,2023-10-10 00:28:11,28.0,No,Yes
TKT-04850,Network,High,Resolved,Marketing,Priya Singh,2023-01-19 00:46:26,2023-01-19 21:46:26,21.0,No,No
TKT-04851,Email,Critical,Resolved,Operations,Amit Sharma,2024-05-09 08:58:11,2024-05-09 11:58:11,3.0,No,No
TKT-04852,Access/Login,Medium,Closed,Finance,Rohit Verma,2023-10-30 01:06:54,2023-10-30 13:06:54,12.0,No,No
TKT-04853,Email,Critical,Open,Finance,Suresh Kumar,2023-02-28 11:03:32,,,,No
TKT-04854,Email,Medium,In Progress,HR,Vikram Joshi,2024-10-25 08:39:36,,,,No
TKT-04855,Printer,High,Open,Sales,Vikram Joshi,2024-11-25 07:47:00,,,,No
TKT-04856,Printer,Medium,Closed,Legal,Vikram Joshi,2024-08-08 14:05:29,2024-08-09 00:05:29,10.0,No,No
TKT-04857,Software,Low,Resolved,Sales,Priya Singh,2023-12-10 15:16:29,2023-12-12 15:16:29,48.0,No,Yes
TKT-04858,Network,Low,In Progress,HR,Amit Sharma,2023-10-15 23:15:58,,,,Yes
TKT-04859,Email,Low,In Progress,Finance,Amit Sharma,2024-08-20 13:20:57,,,,No
TKT-04860,Printer,High,Resolved,Marketing,Vikram Joshi,2024-01-16 12:43:24,2024-01-17 10:43:24,22.0,No,No
TKT-04861,Access/Login,Low,Closed,Finance,Priya Singh,2024-11-08 14:22:56,2024-11-12 01:22:56,83.0,Yes,No
TKT-04862,Access/Login,High,Closed,HR,Vikram Joshi,2023-04-01 05:27:51,2023-04-01 17:27:51,12.0,No,Yes
TKT-04863,Hardware,Medium,Closed,Finance,Vikram Joshi,2024-08-04 21:15:46,2024-08-06 19:15:46,46.0,No,Yes
TKT-04864,Hardware,Low,Closed,HR,Rohit Verma,2024-04-21 04:38:43,2024-04-22 08:38:43,28.0,No,Yes
TKT-04865,Access/Login,Low,Resolved,Sales,Vikram Joshi,2024-06-14 12:08:55,2024-06-18 00:08:55,84.0,Yes,No
TKT-04866,Hardware,High,Closed,Operations,Suresh Kumar,2024-01-10 05:11:23,2024-01-11 02:11:23,21.0,No,No
TKT-04867,Printer,Low,In Progress,Legal,Vikram Joshi,2024-07-06 18:03:46,,,,Yes
TKT-04868,Access/Login,Critical,Resolved,Operations,Rohit Verma,2023-12-26 00:25:34,2023-12-26 02:25:34,2.0,No,No
TKT-04869,Hardware,Medium,Resolved,Legal,Priya Singh,2024-02-04 14:25:38,2024-02-06 00:25:38,34.0,No,Yes
TKT-04870,Hardware,Medium,Open,Legal,Neha Gupta,2024-02-08 04:54:15,,,,No
TKT-04871,Access/Login,Low,Open,Sales,Rohit Verma,2023-12-21 12:45:35,,,,No
TKT-04872,Software,Critical,Open,Sales,Anjali Mehta,2023-01-17 23:21:38,,,,No
TKT-04873,Printer,Medium,Resolved,Finance,Suresh Kumar,2023-11-12 04:32:32,2023-11-12 09:32:32,5.0,No,Yes
TKT-04874,Access/Login,Low,Resolved,Sales,Neha Gupta,2023-09-05 00:20:54,2023-09-07 11:20:54,59.0,No,No
TKT-04875,Network,High,Resolved,Marketing,Amit Sharma,2024-07-12 06:40:07,2024-07-12 09:40:07,3.0,No,No
TKT-04876,Email,Medium,In Progress,HR,Neha Gupta,2024-07-20 12:06:10,,,,Yes
TKT-04877,Access/Login,Low,Resolved,Sales,Anjali Mehta,2024-01-20 16:06:49,2024-01-21 12:06:49,20.0,No,Yes
TKT-04878,Software,Low,Closed,IT,Rohit Verma,2024-11-03 17:07:47,2024-11-06 06:07:47,61.0,No,Yes
TKT-04879,Hardware,Critical,Resolved,Sales,Anjali Mehta,2023-08-25 08:04:24,2023-08-25 14:04:24,6.0,Yes,No
TKT-04880,Network,Low,Resolved,Finance,Neha Gupta,2023-02-02 04:09:43,2023-02-04 16:09:43,60.0,No,No
TKT-04881,Software,Medium,In Progress,Operations,Vikram Joshi,2024-04-19 08:08:11,,,,No
TKT-04882,Printer,High,Resolved,HR,Neha Gupta,2024-10-20 13:00:59,2024-10-21 12:00:59,23.0,No,Yes
TKT-04883,Printer,Medium,Resolved,HR,Anjali Mehta,2023-09-20 16:20:02,2023-09-21 08:20:02,16.0,No,No
TKT-04884,Email,Low,Resolved,Operations,Vikram Joshi,2024-09-16 16:12:01,2024-09-17 16:12:01,24.0,No,No
TKT-04885,Printer,Low,Closed,Operations,Rohit Verma,2023-05-18 01:18:57,2023-05-21 03:18:57,74.0,Yes,No
TKT-04886,Network,Low,Resolved,Legal,Suresh Kumar,2024-12-05 08:14:04,2024-12-07 16:14:04,56.0,No,No
TKT-04887,Email,Medium,Closed,Sales,Vikram Joshi,2024-09-27 13:53:32,2024-09-28 20:53:32,31.0,No,No
TKT-04888,Hardware,Critical,Open,Legal,Anjali Mehta,2024-10-18 15:16:08,,,,No
TKT-04889,Hardware,Low,Closed,Operations,Anjali Mehta,2023-09-29 02:28:15,2023-10-01 02:28:15,48.0,No,No
TKT-04890,Email,Critical,Closed,Operations,Neha Gupta,2024-06-12 09:31:15,2024-06-12 14:31:15,5.0,Yes,No
TKT-04891,Email,Low,Closed,IT,Priya Singh,2024-08-27 01:39:18,2024-08-30 15:39:18,86.0,Yes,No
TKT-04892,Access/Login,High,Resolved,Operations,Amit Sharma,2023-07-30 18:36:42,2023-07-31 04:36:42,10.0,No,Yes
TKT-04893,Hardware,Critical,In Progress,Finance,Vikram Joshi,2024-06-03 21:43:19,,,,No
TKT-04894,Printer,Low,Resolved,Finance,Amit Sharma,2024-12-09 00:36:29,2024-12-12 04:36:29,76.0,Yes,No
TKT-04895,Software,Low,Resolved,Operations,Vikram Joshi,2023-07-15 22:41:21,2023-07-17 05:41:21,31.0,No,Yes
TKT-04896,Email,Low,Closed,HR,Anjali Mehta,2024-10-16 06:43:22,2024-10-17 08:43:22,26.0,No,No
TKT-04897,Access/Login,Low,Resolved,Legal,Amit Sharma,2023-04-29 10:50:38,2023-05-03 04:50:38,90.0,Yes,Yes
TKT-04898,Hardware,Critical,Resolved,Legal,Vikram Joshi,2023-07-06 11:44:31,2023-07-06 20:44:31,9.0,Yes,No
TKT-04899,Access/Login,Medium,Resolved,IT,Neha Gupta,2024-12-07 17:44:00,2024-12-07 23:44:00,6.0,No,Yes
TKT-04900,Email,Critical,Resolved,Marketing,Anjali Mehta,2024-09-01 05:14:29,2024-09-01 13:14:29,8.0,Yes,Yes
TKT-04901,Printer,High,Open,Marketing,Neha Gupta,2024-08-20 17:14:11,,,,No
TKT-04902,Printer,High,Open,IT,Vikram Joshi,2023-11-05 20:07:31,,,,Yes
TKT-04903,Printer,Medium,Closed,Legal,Anjali Mehta,2024-11-18 08:54:41,2024-11-18 14:54:41,6.0,No,No
TKT-04904,Printer,Low,Closed,Legal,Amit Sharma,2024-02-27 12:27:17,2024-02-28 00:27:17,12.0,No,No
TKT-04905,Printer,High,In Progress,Finance,Rohit Verma,2024-07-30 07:51:59,,,,No
TKT-04906,Network,Low,Resolved,HR,Neha Gupta,2024-11-28 16:05:54,2024-12-01 22:05:54,78.0,Yes,No
TKT-04907,Email,Low,In Progress,IT,Vikram Joshi,2024-06-29 00:00:11,,,,Yes
TKT-04908,Printer,Low,Closed,HR,Vikram Joshi,2023-02-04 10:04:17,2023-02-07 18:04:17,80.0,Yes,Yes
TKT-04909,Email,Low,Resolved,Finance,Anjali Mehta,2024-08-01 15:13:42,2024-08-05 09:13:42,90.0,Yes,No
TKT-04910,Email,Medium,Closed,IT,Anjali Mehta,2024-03-22 15:52:23,2024-03-23 13:52:23,22.0,No,No
TKT-04911,Network,Critical,Resolved,Marketing,Priya Singh,2024-03-27 08:25:09,2024-03-27 18:25:09,10.0,Yes,No
TKT-04912,Network,Medium,Resolved,HR,Anjali Mehta,2023-09-06 01:02:33,2023-09-08 01:02:33,48.0,No,No
TKT-04913,Software,Medium,Closed,Sales,Priya Singh,2023-03-25 15:12:31,2023-03-27 17:12:31,50.0,Yes,Yes
TKT-04914,Network,Low,Resolved,Legal,Anjali Mehta,2024-10-02 19:14:14,2024-10-03 05:14:14,10.0,No,No
TKT-04915,Hardware,High,Closed,Legal,Rohit Verma,2024-02-06 12:25:14,2024-02-07 11:25:14,23.0,No,No
TKT-04916,Email,Medium,In Progress,Finance,Vikram Joshi,2024-05-31 07:12:02,,,,No
TKT-04917,Access/Login,High,Resolved,Legal,Amit Sharma,2024-01-17 07:22:45,2024-01-17 09:22:45,2.0,No,No
TKT-04918,Email,Medium,Closed,Legal,Rohit Verma,2023-05-12 02:37:26,2023-05-13 00:37:26,22.0,No,No
TKT-04919,Network,High,Resolved,Sales,Suresh Kumar,2023-12-19 10:04:29,2023-12-19 15:04:29,5.0,No,No
TKT-04920,Software,High,Closed,Operations,Amit Sharma,2023-02-28 13:12:22,2023-02-28 18:12:22,5.0,No,No
TKT-04921,Access/Login,Low,Closed,HR,Anjali Mehta,2024-09-05 15:43:38,2024-09-06 13:43:38,22.0,No,No
TKT-04922,Access/Login,Medium,Resolved,Finance,Vikram Joshi,2023-01-09 03:29:25,2023-01-09 22:29:25,19.0,No,No
TKT-04923,Printer,Medium,In Progress,Sales,Anjali Mehta,2023-02-12 13:26:48,,,,Yes
TKT-04924,Software,Medium,In Progress,Finance,Priya Singh,2024-03-09 07:49:55,,,,Yes
TKT-04925,Printer,Medium,Closed,Legal,Neha Gupta,2024-07-25 10:41:20,2024-07-27 12:41:20,50.0,Yes,No
TKT-04926,Software,Medium,Closed,Finance,Suresh Kumar,2024-11-30 00:48:00,2024-12-01 09:48:00,33.0,No,Yes
TKT-04927,Email,Medium,Closed,Finance,Rohit Verma,2024-01-29 11:25:28,2024-01-31 11:25:28,48.0,No,No
TKT-04928,Software,Critical,Resolved,Finance,Neha Gupta,2024-03-08 06:46:42,2024-03-08 10:46:42,4.0,No,No
TKT-04929,Access/Login,High,Resolved,HR,Rohit Verma,2024-10-23 15:48:01,2024-10-23 23:48:01,8.0,No,No
TKT-04930,Hardware,High,In Progress,Operations,Neha Gupta,2024-06-01 11:37:30,,,,Yes
TKT-04931,Printer,High,Closed,Operations,Rohit Verma,2024-12-11 05:29:15,2024-12-11 14:29:15,9.0,No,No
TKT-04932,Hardware,Medium,Resolved,Marketing,Neha Gupta,2023-01-16 22:12:06,2023-01-18 14:12:06,40.0,No,No
TKT-04933,Printer,Low,Resolved,HR,Suresh Kumar,2024-03-06 21:39:43,2024-03-08 02:39:43,29.0,No,No
TKT-04934,Hardware,Medium,Resolved,Finance,Suresh Kumar,2023-04-16 01:48:00,2023-04-17 09:48:00,32.0,No,Yes
TKT-04935,Printer,Medium,Closed,Marketing,Vikram Joshi,2024-05-29 03:56:58,2024-05-29 20:56:58,17.0,No,No
TKT-04936,Network,Medium,Closed,Legal,Vikram Joshi,2023-06-04 05:54:29,2023-06-04 23:54:29,18.0,No,Yes
TKT-04937,Hardware,Low,Closed,Marketing,Neha Gupta,2024-10-22 17:33:49,2024-10-24 11:33:49,42.0,No,No
TKT-04938,Network,Medium,Resolved,IT,Rohit Verma,2024-02-05 17:44:55,2024-02-08 05:44:55,60.0,Yes,No
TKT-04939,Network,High,Resolved,HR,Anjali Mehta,2023-02-18 20:47:15,2023-02-19 04:47:15,8.0,No,Yes
TKT-04940,Software,Medium,Resolved,Marketing,Neha Gupta,2023-07-10 00:18:39,2023-07-11 00:18:39,24.0,No,No
TKT-04941,Printer,Medium,In Progress,Finance,Anjali Mehta,2024-06-15 17:28:21,,,,Yes
TKT-04942,Network,Medium,Open,Marketing,Neha Gupta,2023-12-31 06:53:07,,,,Yes
TKT-04943,Access/Login,High,Resolved,Operations,Vikram Joshi,2024-04-15 07:52:13,2024-04-16 02:52:13,19.0,No,No
TKT-04944,Email,Medium,Closed,Legal,Vikram Joshi,2024-07-07 07:42:26,2024-07-08 19:42:26,36.0,No,Yes
TKT-04945,Printer,Medium,Resolved,HR,Priya Singh,2023-12-10 17:28:43,2023-12-12 04:28:43,35.0,No,Yes
TKT-04946,Software,High,Closed,HR,Suresh Kumar,2024-12-03 03:58:59,2024-12-04 00:58:59,21.0,No,No
TKT-04947,Printer,Medium,Resolved,Sales,Suresh Kumar,2023-06-28 18:34:15,2023-06-29 13:34:15,19.0,No,No
TKT-04948,Network,Low,Resolved,Sales,Anjali Mehta,2024-04-15 07:12:59,2024-04-18 09:12:59,74.0,Yes,No
TKT-04949,Printer,High,Resolved,Marketing,Priya Singh,2024-01-22 03:07:48,2024-01-22 22:07:48,19.0,No,No
TKT-04950,Printer,Low,In Progress,Operations,Anjali Mehta,2023-10-23 20:43:18,,,,No
TKT-04951,Software,Medium,Closed,Sales,Neha Gupta,2024-08-09 05:43:50,2024-08-10 18:43:50,37.0,No,No
TKT-04952,Software,Critical,Resolved,Operations,Anjali Mehta,2023-04-09 16:12:52,2023-04-09 23:12:52,7.0,Yes,Yes
TKT-04953,Printer,Low,Resolved,Sales,Vikram Joshi,2023-09-28 23:23:36,2023-10-01 00:23:36,49.0,No,No
TKT-04954,Email,Low,Resolved,Operations,Rohit Verma,2023-05-17 03:31:05,2023-05-18 21:31:05,42.0,No,No
TKT-04955,Email,Medium,Resolved,IT,Amit Sharma,2023-01-17 22:33:55,2023-01-18 06:33:55,8.0,No,No
TKT-04956,Printer,Low,Resolved,IT,Suresh Kumar,2024-02-16 03:23:31,2024-02-18 00:23:31,45.0,No,No
TKT-04957,Network,Medium,Resolved,Sales,Vikram Joshi,2024-04-07 23:10:51,2024-04-09 23:10:51,48.0,No,Yes
TKT-04958,Network,Critical,Open,IT,Vikram Joshi,2023-04-22 16:28:33,,,,Yes
TKT-04959,Access/Login,Medium,In Progress,Legal,Suresh Kumar,2023-06-30 23:55:46,,,,No
TKT-04960,Printer,High,Closed,Legal,Amit Sharma,2023-10-04 16:36:02,2023-10-04 19:36:02,3.0,No,No
TKT-04961,Software,Medium,Resolved,Sales,Amit Sharma,2023-05-20 13:08:50,2023-05-21 13:08:50,24.0,No,Yes
TKT-04962,Hardware,High,Resolved,HR,Anjali Mehta,2024-09-13 08:53:42,2024-09-14 07:53:42,23.0,No,No
TKT-04963,Email,Medium,Open,Sales,Amit Sharma,2024-03-24 03:30:13,,,,Yes
TKT-04964,Access/Login,Medium,Resolved,IT,Rohit Verma,2023-06-20 19:33:08,2023-06-21 09:33:08,14.0,No,No
TKT-04965,Network,Medium,In Progress,IT,Amit Sharma,2023-10-21 17:12:21,,,,Yes
TKT-04966,Access/Login,Low,Open,HR,Suresh Kumar,2023-08-19 22:01:22,,,,Yes
TKT-04967,Software,Low,Resolved,Legal,Amit Sharma,2023-12-26 15:09:48,2023-12-28 13:09:48,46.0,No,No
TKT-04968,Hardware,Medium,Resolved,Legal,Neha Gupta,2024-03-01 20:06:49,2024-03-04 02:06:49,54.0,Yes,No
TKT-04969,Email,High,Closed,Sales,Suresh Kumar,2024-02-23 16:06:13,2024-02-24 00:06:13,8.0,No,No
TKT-04970,Network,High,Resolved,HR,Vikram Joshi,2024-03-31 04:19:23,2024-04-01 01:19:23,21.0,No,Yes
TKT-04971,Printer,Medium,Closed,Finance,Rohit Verma,2023-09-18 19:34:07,2023-09-21 05:34:07,58.0,Yes,No
TKT-04972,Network,Medium,Resolved,Operations,Amit Sharma,2023-10-27 04:06:54,2023-10-29 04:06:54,48.0,No,No
TKT-04973,Hardware,Medium,Closed,Sales,Priya Singh,2024-09-26 17:55:30,2024-09-27 13:55:30,20.0,No,No
TKT-04974,Network,Medium,Open,HR,Suresh Kumar,2024-01-14 00:31:02,,,,Yes
TKT-04975,Email,Low,Open,HR,Amit Sharma,2023-08-03 17:49:42,,,,No
TKT-04976,Network,Low,Open,Sales,Neha Gupta,2023-09-15 05:15:25,,,,No
TKT-04977,Software,Medium,Resolved,Marketing,Anjali Mehta,2023-07-20 13:51:03,2023-07-21 07:51:03,18.0,No,No
TKT-04978,Network,Low,Closed,HR,Suresh Kumar,2024-09-03 09:33:34,2024-09-03 22:33:34,13.0,No,No
TKT-04979,Access/Login,Low,Resolved,Marketing,Neha Gupta,2023-09-18 23:22:48,2023-09-22 11:22:48,84.0,Yes,No
TKT-04980,Network,High,Resolved,Marketing,Rohit Verma,2023-05-03 19:08:28,2023-05-04 17:08:28,22.0,No,No
TKT-04981,Access/Login,Medium,In Progress,Marketing,Vikram Joshi,2023-08-26 08:48:57,,,,Yes
TKT-04982,Network,Medium,Resolved,IT,Amit Sharma,2024-04-20 05:34:26,2024-04-22 15:34:26,58.0,Yes,Yes
TKT-04983,Printer,Medium,Closed,Operations,Anjali Mehta,2023-08-25 01:27:49,2023-08-26 01:27:49,24.0,No,No
TKT-04984,Access/Login,High,Resolved,Sales,Vikram Joshi,2024-03-23 23:03:28,2024-03-24 07:03:28,8.0,No,Yes
TKT-04985,Network,Medium,Resolved,Operations,Priya Singh,2023-12-04 15:45:22,2023-12-05 19:45:22,28.0,No,No
TKT-04986,Hardware,Low,Closed,Legal,Vikram Joshi,2024-01-08 02:53:13,2024-01-10 03:53:13,49.0,No,No
TKT-04987,Software,Low,Closed,Operations,Priya Singh,2023-07-01 17:58:46,2023-07-03 23:58:46,54.0,No,Yes
TKT-04988,Printer,High,Closed,Marketing,Priya Singh,2024-07-02 00:44:32,2024-07-02 02:44:32,2.0,No,No
TKT-04989,Hardware,Critical,Resolved,HR,Vikram Joshi,2024-03-25 19:25:50,2024-03-26 04:25:50,9.0,Yes,No
TKT-04990,Hardware,Medium,Open,Marketing,Vikram Joshi,2024-01-23 03:49:32,,,,No
TKT-04991,Network,High,Open,Finance,Rohit Verma,2024-05-05 10:19:33,,,,Yes
TKT-04992,Access/Login,Medium,Resolved,Legal,Rohit Verma,2024-12-24 17:47:25,2024-12-25 22:47:25,29.0,No,No
TKT-04993,Software,Low,Resolved,Legal,Amit Sharma,2023-09-05 04:24:41,2023-09-05 20:24:41,16.0,No,No
TKT-04994,Email,Medium,Closed,Finance,Neha Gupta,2023-11-28 12:26:53,2023-11-30 03:26:53,39.0,No,No
TKT-04995,Printer,Medium,Resolved,Sales,Vikram Joshi,2024-06-15 21:42:40,2024-06-17 09:42:40,36.0,No,Yes
TKT-04996,Software,High,Open,Operations,Rohit Verma,2024-10-18 23:43:14,,,,No
TKT-04997,Hardware,Medium,Resolved,HR,Vikram Joshi,2023-01-05 21:11:17,2023-01-06 03:11:17,6.0,No,No
TKT-04998,Network,Low,In Progress,Marketing,Priya Singh,2024-02-05 23:45:58,,,,No
TKT-04999,Access/Login,Low,Open,Operations,Vikram Joshi,2024-09-19 07:32:15,,,,No
TKT-05000,Access/Login,Low,Closed,IT,Priya Singh,2024-11-05 18:55:27,2024-11-08 02:55:27,56.0,No,No
TKT-05001,Printer,Medium,Resolved,Marketing,Neha Gupta,2023-06-04 04:14:50,2023-06-04 22:14:50,18.0,No,Yes
TKT-05002,Hardware,Medium,Resolved,Marketing,Anjali Mehta,2024-07-17 04:54:40,2024-07-18 04:54:40,24.0,No,No
TKT-05003,Email,Critical,Resolved,Sales,Priya Singh,2024-09-23 19:52:20,2024-09-24 01:52:20,6.0,Yes,No
TKT-05004,Software,Medium,Resolved,HR,Vikram Joshi,2024-01-31 10:15:50,2024-02-02 04:15:50,42.0,No,No
TKT-05005,Access/Login,High,Resolved,Legal,Rohit Verma,2023-10-30 11:12:34,2023-10-31 12:12:34,25.0,Yes,No
TKT-05006,Printer,Medium,Open,Marketing,Suresh Kumar,2023-10-12 10:56:22,,,,No
TKT-05007,Printer,Low,Closed,Sales,Anjali Mehta,2023-07-24 15:27:31,2023-07-25 19:27:31,28.0,No,No
TKT-05008,Email,Low,Open,Marketing,Rohit Verma,2023-01-01 15:11:26,,,,Yes
TKT-05009,Software,Medium,Closed,Finance,Neha Gupta,2024-10-16 13:42:05,2024-10-17 00:42:05,11.0,No,No
TKT-05010,Network,High,Closed,Sales,Amit Sharma,2024-07-06 07:14:22,2024-07-06 21:14:22,14.0,No,Yes
TKT-05011,Printer,Medium,Resolved,Operations,Neha Gupta,2023-02-14 17:46:31,2023-02-16 06:46:31,37.0,No,No
TKT-05012,Hardware,Medium,In Progress,Marketing,Vikram Joshi,2023-01-30 03:52:13,,,,No
TKT-05013,Software,Low,Closed,Sales,Anjali Mehta,2024-05-03 05:51:16,2024-05-05 10:51:16,53.0,No,No
TKT-05014,Email,Critical,In Progress,IT,Vikram Joshi,2023-03-20 01:43:39,,,,No
TKT-05015,Software,Low,Resolved,Marketing,Rohit Verma,2023-10-24 19:28:24,2023-10-26 08:28:24,37.0,No,No
TKT-05016,Software,High,Resolved,IT,Suresh Kumar,2023-01-27 03:02:18,2023-01-27 18:02:18,15.0,No,No
TKT-05017,Software,Low,In Progress,HR,Amit Sharma,2023-03-27 10:16:19,,,,No
TKT-05018,Access/Login,Medium,Resolved,Sales,Priya Singh,2023-07-04 10:58:54,2023-07-06 07:58:54,45.0,No,No
TKT-05019,Access/Login,Critical,Closed,Legal,Neha Gupta,2024-04-13 06:24:27,2024-04-13 14:24:27,8.0,Yes,Yes
TKT-05020,Hardware,Medium,Resolved,Finance,Amit Sharma,2023-12-17 17:39:04,2023-12-18 20:39:04,27.0,No,Yes
TKT-05021,Email,Medium,Resolved,Operations,Neha Gupta,2023-11-22 22:09:09,2023-11-23 04:09:09,6.0,No,No
TKT-05022,Network,Low,Closed,Legal,Priya Singh,2023-11-26 17:05:09,2023-11-29 14:05:09,69.0,No,Yes
TKT-05023,Hardware,Critical,Closed,Finance,Rohit Verma,2024-08-10 15:53:08,2024-08-11 00:53:08,9.0,Yes,Yes
TKT-05024,Network,Low,In Progress,Finance,Anjali Mehta,2023-06-10 16:15:11,,,,Yes
TKT-05025,Printer,High,Closed,Operations,Priya Singh,2023-07-23 16:39:40,2023-07-24 16:39:40,24.0,No,Yes
TKT-05026,Hardware,Medium,Resolved,Finance,Amit Sharma,2024-04-19 20:10:18,2024-04-21 18:10:18,46.0,No,No
TKT-05027,Hardware,High,In Progress,HR,Suresh Kumar,2023-06-26 07:20:10,,,,No
TKT-05028,Network,Low,Closed,Marketing,Anjali Mehta,2023-11-15 08:16:15,2023-11-17 11:16:15,51.0,No,No
TKT-05029,Software,Low,Resolved,Sales,Vikram Joshi,2024-02-25 23:17:06,2024-02-29 16:17:06,89.0,Yes,Yes
TKT-05030,Email,High,In Progress,HR,Neha Gupta,2024-04-19 18:17:52,,,,No
TKT-05031,Hardware,Low,Resolved,Legal,Suresh Kumar,2023-12-14 14:41:52,2023-12-17 19:41:52,77.0,Yes,No
TKT-05032,Hardware,High,Resolved,HR,Neha Gupta,2023-03-10 15:36:28,2023-03-10 22:36:28,7.0,No,No
TKT-05033,Hardware,Critical,In Progress,HR,Neha Gupta,2023-12-20 05:37:48,,,,No
TKT-05034,Access/Login,Medium,Closed,Legal,Neha Gupta,2023-10-11 08:36:25,2023-10-12 10:36:25,26.0,No,No
TKT-05035,Network,Critical,Resolved,Sales,Suresh Kumar,2023-10-07 06:35:07,2023-10-07 07:35:07,1.0,No,Yes
TKT-05036,Network,Medium,In Progress,Finance,Priya Singh,2024-02-20 05:54:03,,,,No
